,imdb_id,title,year,bechdel
76,tt7768846,Pass Over,2018,FAIL
77,tt3458254,Patient Zero,2018,FAIL
78,tt4652650,Please Stand By,2018,PASS
79,tt3829266,The Predator,2018,FAIL
80,tt5848272,Ralph Breaks the Internet,2018,PASS
81,tt2231461,Rampage,2018,PASS
82,tt1677720,Ready Player One,2018,PASS
83,tt2873282,Red Sparrow,2018,PASS
84,tt7668870,Searching,2018,FAIL
85,tt5304992,Set It Up,2018,PASS
86,tt8459250,Sheherazade,2018,PASS
87,tt3120280,Sierra Burgess Is a Loser,2018,PASS
88,tt5690360,Slender Man,2018,PASS
89,tt6182908,Smallfoot,2018,PASS
90,tt3778644,Solo: A Star Wars Story,2018,FAIL
91,tt5688932,Sorry to Bother You,2018,FAIL
92,tt6663582,The Spy Who Dumped Me,2018,PASS
93,tt1034415,Suspiria,2018,PASS
94,tt2854926,Tag,2018,PASS
95,tt7424200,Teen Titans Go! To the Movies,2018,PASS
96,tt4986098,The Titan,2018,FAIL
97,tt3846674,To All the Boys I've Loved Before,2018,PASS
98,tt1365519,Tomb Raider,2018,PASS
99,tt6772950,Truth or Dare,2018,PASS
100,tt5610554,Tully,2018,PASS
101,tt1270797,Venom,2018,FAIL
102,tt5783956,When We First Met,2018,FAIL
103,tt4218572,Widows,2018,PASS
104,tt6628102,The Wild Pear Tree,2018,FAIL
105,tt5085924,Wildling,2018,PASS
106,tt7279188,Woman at War,2018,PASS
107,tt6878820,Z-O-M-B-I-E-S,2018,PASS
108,tt6214928,1922,2017,FAIL
109,tt2932536,47 Meters Down,2017,PASS
110,tt4703048,6 days,2017,FAIL
111,tt6359956,A Bad Moms Christmas,2017,PASS
112,tt7608418,A Christmas Prince,2017,PASS
113,tt1753383,A Dog's Purpose,2017,FAIL
114,tt6265828,A Ghost Story,2017,FAIL
115,tt6776462,A man of integrity,2017,PASS
116,tt6539420,A Man Wanted (Hatooly Ragel),2017,FAIL
117,tt5540622,Alexander IRL,2017,FAIL
118,tt2316204,Alien: Covenant,2017,PASS
119,tt1666185,All Eyez On Me,2017,FAIL
120,tt5294550,All the Money in the World,2017,FAIL
121,tt1961175,American Assassin,2017,PASS
122,tt3532216,American Made,2017,FAIL
123,tt1935897,Amityville: The Awakening,2017,PASS
124,tt5140878,Annabelle: Creation,2017,PASS
125,tt4729896,Apostasy,2017,PASS
126,tt2406566,Atomic Blonde,2017,PASS
127,tt6194530,Ava,2017,PASS
128,tt3890160,Baby Driver,2017,FAIL
129,tt4225622,The Babysitter,2017,PASS
130,tt5816374,Band Aid,2017,PASS
131,tt6142314,Batman vs. Two-Face,2017,PASS
132,tt4622512,Battle of the Sexes,2017,PASS
133,tt1469304,Baywatch,2017,FAIL
134,tt6303866,Beach Rats,2017,PASS
135,tt5929750,Beatriz at Dinner,2017,PASS
136,tt2771200,Beauty and the Beast,2017,PASS
137,tt1691916,Before I Fall,2017,PASS
138,tt5592248,The Beguiled,2017,PASS
139,tt3335606,Berlin Syndrome,2017,FAIL
140,tt5462602,The Big Sick,2017,PASS
141,tt1856101,Blade Runner 2049,2017,PASS
142,tt5142400,The Book of Birdie,2017,PASS
143,tt5727282,Borg vs McEnroe,2017,FAIL
144,tt3874544,The Boss Baby,2017,FAIL
145,tt3901826,The Breadwinner,2017,PASS
146,tt5519340,Bright,2017,PASS
147,tt4720702,Bushwick,2017,PASS
148,tt4030600,The Bye Bye Man,2017,PASS
149,tt5726616,Call Me by Your Name,2017,PASS
150,tt4082644,Canaries,2017,PASS
151,tt2091256,Captain Underpants: The First Epic Movie,2017,FAIL
152,tt3606752,Cars 3,2017,PASS
153,tt4807950,Cherry Pop,2017,PASS
154,tt4287320,The Circle,2017,PASS
155,tt2380307,Coco,2017,PASS
156,tt5740806,The Coin Heist,2017,PASS
157,tt3654796,Creep 2,2017,FAIL
158,tt5657846,Daddy's Home 2,2017,PASS
159,tt5834660,Dance Academy: The Movie,2017,PASS
160,tt1648190,The Dark Tower,2017,FAIL
161,tt4555426,Darkest Hour,2017,FAIL
162,tt1241317,Death Note,2017,FAIL
163,tt4686844,The Death of Stalin,2017,FAIL
164,tt5493706,Death Race 2050,2017,PASS
165,tt4144332,Deidra & Laney Rob a Train,2017,PASS
166,tt5117876,Descendants 2,2017,PASS
167,tt3469046,Despicable Me 3,2017,PASS
168,tt5390504,Detroit,2017,FAIL
169,tt6003368,Diary of a Wimpy Kid: The Long Haul,2017,FAIL
170,tt6029106,Dim the Fluorescents,2017,PASS
171,tt3203620,The Dinner,2017,PASS
172,tt3521126,The Disaster Artist,2017,PASS
173,tt7401540,Disco,2017,PASS
174,tt5155780,The Discovery,2017,PASS
175,tt6108178,Disobedience,2017,PASS
176,tt6814914,Djam,2017,PASS
177,tt1389072,Downsizing,2017,FAIL
178,tt5013056,Dunkirk,2017,FAIL
179,tt3255590,El Camino Christmas,2017,FAIL
180,tt4877122,The Emoji Movie,2017,FAIL
181,tt3986820,The Endless,2017,FAIL
182,tt6069126,The Escape,2017,PASS
183,tt5001718,"Everything, Everything",2017,PASS
184,tt4630562,The Fate of the Furious,2017,PASS
185,tt5980798,Felicite,2017,PASS
186,tt3411444,Ferdinand,2017,PASS
187,tt4465564,Fifty Shades Darker,2017,PASS
188,tt6053438,First Reformed,2017,FAIL
189,tt3401882,Fist Fight,2017,PASS
190,tt5649144,The Florida Project,2017,PASS
191,tt2582784,Flower,2017,PASS
192,tt4157510,For Here or To Go?,2017,PASS
193,tt1615160,The Foreigner,2017,FAIL
194,tt5829040,Fun Mom Dinner,2017,PASS
195,tt5795086,Gemini,2017,PASS
196,tt1981128,Geostorm,2017,PASS
197,tt3748172,Gerald's Game,2017,PASS
198,tt5052448,Get Out,2017,PASS
199,tt1219827,Ghost in the Shell,2017,PASS
200,tt4481414,Gifted,2017,PASS
201,tt3564472,Girls Trip,2017,PASS
202,tt2378507,The Glass Castle,2017,PASS
203,tt5635086,God's Own Country,2017,FAIL
204,tt2568862,Going In Style,2017,FAIL
205,tt4846232,Good Time,2017,PASS
206,tt1485796,The Greatest Showman,2017,PASS
207,tt3896198,Guardians of the Galaxy Vol. 2,2017,PASS
208,tt5308322,Happy Death Day,2017,PASS
209,tt1959563,The Hitman's Bodyguard,2017,PASS
210,tt5719700,Home Again,2017,PASS
211,tt5478478,Hostiles,2017,PASS
212,tt4795124,How to Be a Latin Lover,2017,FAIL
213,tt7342204,I Can Speak,2017,PASS
214,tt5710514,I Don't Feel at Home in This World Anymore,2017,PASS
215,tt4547194,I Kill Giants,2017,PASS
216,tt5580036,"I, Tonya",2017,PASS
217,tt5990342,The Incredible Jessica James,2017,PASS
218,tt5962210,Ingrid Goes West,2017,PASS
219,tt5598192,Innan vi dor,2017,PASS
220,tt1396484,It,2017,PASS
221,tt4695012,It Comes at Night,2017,PASS
222,tt5878326,"Jesus, Bro!",2017,FAIL
223,tt3348730,Jigsaw,2017,PASS
224,tt4425200,John Wick: Chapter 2,2017,FAIL
225,tt2283362,Jumanji: Welcome to the Jungle,2017,PASS
226,tt0974015,Justice League,2017,PASS
227,tt1458169,Kidnap,2017,PASS
228,tt5715874,The Killing of a Sacred Deer,2017,PASS
229,tt1972591,King Arthur,2017,FAIL
230,tt4649466,Kingsman: The Golden Circle,2017,FAIL
231,tt3731562,Kong: Skull Island,2017,FAIL
232,tt5176252,La llamada,2017,PASS
233,tt4925292,Lady Bird,2017,PASS
234,tt5023260,The Last Word,2017,PASS
235,tt4116284,The LEGO Batman Movie,2017,PASS
236,tt5442430,Life,2017,PASS
237,tt5666304,The Little Hours,2017,PASS
238,tt3315342,Logan,2017,PASS
239,tt5439796,Logan Lucky,2017,PASS
240,tt3262342,Loving Vincent,2017,FAIL
241,tt5859238,Lucky,2017,FAIL
242,tt3887208,The Mad Ones,2017,PASS
243,tt3296908,The Man with the Iron Heart,2017,FAIL
244,tt5301662,Marshall,2017,FAIL
245,tt6336356,Mary and The Witch's Flower,2017,PASS
246,tt4348012,Mayhem,2017,PASS
247,tt4899370,Megan Leavy,2017,PASS
248,tt5536736,The Meyerowitz Stories (new and selected),2017,FAIL
249,tt4717402,MFKZ,2017,FAIL
250,tt4209788,Molly's Game,2017,PASS
251,tt5462326,Mom and Dad,2017,PASS
252,tt6536944,Monster High: Electrified,2017,PASS
253,tt5109784,Mother!,2017,FAIL
254,tt2226597,The Mountain Between Us,2017,PASS
255,tt2396589,Mudbound,2017,PASS
256,tt2345759,The Mummy,2017,FAIL
257,tt3402236,Murder on the Orient Express,2017,PASS
258,tt4411596,My Cousin Rachel,2017,PASS
259,tt2291540,My Friend Dahmer,2017,FAIL
260,tt4131800,My Little Pony: The Movie,2017,PASS
261,tt6048930,Naked,2017,FAIL
262,tt5914996,Nogemu noraifu: Zero,2017,PASS
263,tt3486626,The Nut Job 2: Nutty By Nature,2017,PASS
264,tt3967856,Okja,2017,PASS
265,tt7341676,OM+ME,2017,PASS
266,tt5607714,On Body and Soul,2017,PASS
267,tt0460890,The Only Living Boy in New York,2017,FAIL
268,tt3829920,Only the Brave,2017,FAIL
269,tt4468740,Paddington 2,2017,PASS
270,tt6805302,Petit paysan,2017,FAIL
271,tt5776858,Phantom Thread,2017,PASS
272,tt3531202,Pilgrimage,2017,FAIL
273,tt1790809,Pirates of the Caribbean: Dead Men Tell No Tales,2017,FAIL
274,tt4765284,Pitch Perfect 3,2017,PASS
275,tt6524480,Plasmatic Day,2017,FAIL
276,tt6595896,Pokemon the Movie: I Choose You!,2017,PASS
277,tt6294822,The Post,2017,PASS
278,tt3717490,Power Rangers,2017,PASS
279,tt6133130,Professor Marston and the Wonder Women,2017,PASS
280,tt6868216,Psych: The Movie,2017,PASS
281,tt5675620,The Punisher,2017,PASS
282,tt5296086,Revelator,2017,PASS
283,tt6738136,Revenge,2017,FAIL
284,tt5638642,The Ritual,2017,FAIL
285,tt6000478,"Roman J. Israel, Esq.",2017,PASS
286,tt4799050,Rough Night,2017,PASS
287,tt2582576,Sand Castle,2017,FAIL
288,tt5997830,Seagull,2017,PASS
289,tt4956232,seven sisters,2017,PASS
290,tt2872518,The Shack,2017,PASS
291,tt5580390,The Shape of Water,2017,PASS
292,tt6298780,Sharknado 5: Global Swarming,2017,PASS
293,tt7160070,Singwa hamgge,2017,FAIL
294,tt2334871,Snatched,2017,PASS
295,tt3922818,The Space Between Us,2017,PASS
296,tt2250912,Spider-Man: Homecoming,2017,PASS
297,tt4995790,The Square,2017,FAIL
298,tt2527336,Star Wars: The Last Jedi,2017,PASS
299,tt2582498,Sweet Virginia,2017,PASS
300,tt2763304,T2 Trainspotting,2017,PASS
301,tt1412528,Table 19,2017,PASS
302,tt4738802,That's Not Me,2017,PASS
303,tt6304046,Thelma,2017,PASS
304,tt3501632,Thor: Ragnarok,2017,FAIL
305,tt5649108,Thoroughbreds,2017,PASS
306,tt5027774,"Three Billboards Outside Ebbing, Missouri",2017,PASS
307,tt5541240,To the bone,2017,PASS
308,tt3371366,Transformers: The Last Knight,2017,FAIL
309,tt0491203,Tulip Fever,2017,PASS
310,tt4065552,Tuntematon sotilas,2017,PASS
311,tt6423776,Un beau soleil interieur,2017,FAIL
312,tt3462710,Unforgettable,2017,PASS
313,tt1734493,Unlocked,2017,PASS
314,tt2239822,Valerian and the City of a Thousand Planets,2017,FAIL
315,tt5862312,Verónica,2017,PASS
316,tt5816682,Victoria & Abdul,2017,FAIL
317,tt4218696,The Wall,2017,FAIL
318,tt3450958,War for the Planet of the Apes,2017,FAIL
319,tt1536537,What Happened to Monday,2017,PASS
320,tt5723286,Wheelman,2017,FAIL
321,tt1781058,Wilson,2017,PASS
322,tt5362988,Wind River,2017,PASS
323,tt5322012,Wish Upon,2017,PASS
324,tt7131870,Wolf Warrior 2,2017,FAIL
325,tt2543472,Wonder,2017,PASS
326,tt5825380,Wonder Wheel,2017,PASS
327,tt0451279,Wonder Woman,2017,PASS
328,tt1293847,xXx: Return of Xander Cage,2017,PASS
329,tt5539054,You Get Me,2017,PASS
330,tt5742374,You Were Never Really Here,2017,FAIL
331,tt1179933,10 Cloverfield Lane,2016,PASS
332,tt3453052,10 Days In A Madhouse,2016,PASS
333,tt4172430,13 Hours,2016,FAIL
334,tt4385888,20th Century Women,2016,PASS
335,tt2304933,The 5th Wave,2016,FAIL
336,tt3991412,The 9th Life of Louis Drax,2016,FAIL
337,tt4731136,A Cure for Wellness,2016,FAIL
338,tt4805316,A Dark Song,2016,FAIL
339,tt3416532,A Monster Calls,2016,PASS
340,tt2392830,A Quiet Passion,2016,PASS
341,tt3387266,A United Kingdom,2016,PASS
342,tt2112096,Absolutely Fabulous: The Movie,2016,PASS
343,tt2140479,The Accountant,2016,FAIL
344,tt4456850,Adventures in Babysitting,2016,PASS
345,tt2567026,Alice Through the Looking Glass,2016,PASS
346,tt4247682,All Girls Weekend,2016,PASS
347,tt3640424,Allied,2016,PASS
348,tt4649416,Almost Christmas,2016,PASS
349,tt4392770,Always Shine,2016,PASS
350,tt3721936,American Honey,2016,PASS
351,tt1985949,The Angry Birds Movie,2016,FAIL
352,tt2674430,Approaching the Unknown,2016,FAIL
353,tt5221584,Aquarius,2016,PASS
354,tt2543164,Arrival,2016,PASS
355,tt5867800,Aruvi,2016,PASS
356,tt2094766,Assassin's Creed,2016,FAIL
357,tt3289956,The Autopsy of Jane Doe,2016,FAIL
358,tt4651520,Bad Moms,2016,PASS
359,tt2261287,Ballerina,2016,PASS
360,tt3838728,Bang Gang,2016,PASS
361,tt5974388,Bar Bahar,2016,PASS
362,tt3628584,Barbershop: The Next Cut,2016,PASS
363,tt2975590,Batman v Superman: Dawn of Justice,2016,FAIL
364,tt5973626,Batman: Return of the Caped Crusaders,2016,FAIL
365,tt4853102,Batman: The Killing Joke,2016,FAIL
366,tt5512872,Be Somebody,2016,PASS
367,tt3544218,Belgica,2016,FAIL
368,tt1082807,The Belko Experiment,2016,PASS
369,tt5073620,Below Her Mouth,2016,PASS
370,tt4443658,Better Watch Out,2016,PASS
371,tt3691740,The BFG,2016,PASS
372,tt4270492,Billions,2016,PASS
373,tt4738360,Birkebeinerne,2016,FAIL
374,tt4196450,The Birth of a Nation,2016,FAIL
375,tt1540011,Blair Witch,2016,FAIL
376,tt1316541,Bliss!,2016,PASS
377,tt2702724,The Boss,2016,PASS
378,tt3882082,The Boy,2016,PASS
379,tt4869556,Breathing Deep,2016,FAIL
380,tt1473832,Bridget Jones's Baby,2016,PASS
381,tt3381008,The Brothers Grimsby,2016,FAIL
382,tt5700672,Busanhaeng,2016,PASS
383,tt4513674,Cafe Society,2016,FAIL
384,tt2290819,Cam-Girl,2016,PASS
385,tt3498820,Captain America: Civil War,2016,PASS
386,tt3553976,Captain Fantastic,2016,PASS
387,tt5294198,Catfight,2016,PASS
388,tt1489889,Central Intelligence,2016,FAIL
389,tt4468634,Certain Women,2016,PASS
390,tt3797868,The Choice,2016,PASS
391,tt4666726,Christine,2016,PASS
392,tt4682786,Collateral Beauty,2016,FAIL
393,tt4680182,Colossal,2016,FAIL
394,tt3065204,The Conjuring 2,2016,PASS
395,tt4857264,Contratiempo,2016,FAIL
396,tt3014866,Criminal,2016,PASS
397,tt2652118,"Crouching Tiger, Hidden Dragon: Sword of Destiny",2016,PASS
398,tt4104054,Dad's Army,2016,PASS
399,tt5074352,Dangal,2016,PASS
400,tt1878841,The Darkness,2016,FAIL
401,tt1431045,Deadpool,2016,FAIL
402,tt2927212,Dear Eleanor,2016,PASS
403,tt1860357,Deepwater Horizon,2016,FAIL
404,tt5078204,Demain tout commence,2016,PASS
405,tt4645330,Denial,2016,PASS
406,tt5786040,Dernieres nouvelles du cosmos,2016,PASS
407,tt5348774,Die letzte Sau,2016,FAIL
408,tt5521550,Dirty 30,2016,PASS
409,tt1860213,Dirty Grandpa,2016,FAIL
410,tt3410834,The Divergent Series: Allegiant,2016,PASS
411,tt4730986,Divines,2016,PASS
412,tt1211837,Doctor Strange,2016,FAIL
413,tt4160708,Don't Breathe,2016,PASS
414,tt3610746,Don't Hang Up,2016,FAIL
415,tt5526028,Doukyuusei,2016,FAIL
416,tt5954304,The Dragon Spell,2016,FAIL
417,tt2436682,The Duel,2016,FAIL
418,tt3882074,The Eagle Huntress,2016,FAIL
419,tt1083452,Eddie the Eagle,2016,FAIL
420,tt1878870,The Edge of Seventeen,2016,PASS
421,tt3655972,El Olivo,2016,PASS
422,tt4644822,Electra Woman and Dyna Girl,2016,PASS
423,tt3716530,Elle,2016,PASS
424,tt2093991,Elvis & Nixon,2016,FAIL
425,tt3958780,Equity,2016,PASS
426,tt2937696,Everybody Wants Some,2016,FAIL
427,tt5538078,Extremis,2016,PASS
428,tt4746506,Fai bei sogni,2016,FAIL
429,tt3183660,Fantastic Beasts and Where to Find Them,2016,PASS
430,tt2671706,Fences,2016,PASS
431,tt5595168,Final Fantasy XV,2016,PASS
432,tt2277860,Finding Dory,2016,PASS
433,tt2025690,The Finest Hours,2016,PASS
434,tt4262174,First Girl I Loved,2016,PASS
435,tt4136084,Florence Foster Jenkins,2016,PASS
436,tt3387542,The Forest,2016,PASS
437,tt4158096,Free Fire,2016,FAIL
438,tt1124037,Free State of Jones,2016,FAIL
439,tt2452386,The Fundamentals of Caring,2016,PASS
440,tt1289401,Ghostbusters,2016,PASS
441,tt3631112,The Girl on the Train,2016,PASS
442,tt4547056,The Girl with All the Gifts,2016,PASS
443,tt2404233,Gods of Egypt,2016,FAIL
444,tt4667788,Grüße aus Fukushima (Greetings from Fukushima),2016,PASS
445,tt4366830,Grease Live!,2016,PASS
446,tt2034800,The Great Wall,2016,FAIL
447,tt2119532,Hacksaw Ridge,2016,FAIL
448,tt0475290,"Hail, Caesar!",2016,FAIL
449,tt5664684,Hairspray Live!,2016,PASS
450,tt4016934,The Handmaiden (Ah-ga-ssi),2016,PASS
451,tt3072482,Hardcore Henry,2016,FAIL
452,tt5709236,Hated in the Nation,2016,PASS
453,tt2582782,Hell or High Water,2016,FAIL
454,tt4846340,Hidden Figures,2016,PASS
455,tt3451230,High Strung,2016,FAIL
456,tt3896738,Hounds of Love,2016,PASS
457,tt4961380,House on Willow Street,2016,PASS
458,tt1292566,How to Be Single,2016,PASS
459,tt4698684,Hunt for the Wilderpeople,2016,PASS
460,tt2381991,The Huntsman: Winter's War,2016,PASS
461,tt4007248,Hurricane Bianca,2016,PASS
462,tt5022702,Hush,2016,PASS
463,tt5059406,I Am the Pretty Thing That Lives in the House,2016,PASS
464,tt5168192,"I, Daniel Blake",2016,PASS
465,tt3416828,Ice Age: Collision Course,2016,PASS
466,tt5022298,Ice Fantasy,2016,PASS
467,tt3608930,In a Valley of Violence,2016,FAIL
468,tt1628841,Independence Day: Resurgence,2016,PASS
469,tt3062096,Inferno,2016,FAIL
470,tt1355631,The Infiltrator,2016,PASS
471,tt4645368,It's Only the End of the World,2016,PASS
472,tt3393786,Jack Reacher: Never Go Back,2016,PASS
473,tt1619029,Jackie,2016,PASS
474,tt2140037,Jane Got a Gun,2016,FAIL
475,tt4196776,Jason Bourne,2016,FAIL
476,tt4326444,Julieta,2016,PASS
477,tt3040964,The Jungle Book,2016,FAIL
478,tt5091548,Justice League vs. Teen Titans,2016,PASS
479,tt4139124,Keanu,2016,PASS
480,tt2387499,Keeping Up with the Joneses,2016,PASS
481,tt6220550,Keijo!!!!!,2016,PASS
482,tt2667380,Kill Command,2016,FAIL
483,tt5311514,Kimi no na wa.,2016,PASS
484,tt4551882,King Dave,2016,FAIL
485,tt5918104,King of the Dancehall,2016,FAIL
486,tt5323662,Koe no katachi,2016,FAIL
487,tt4302938,Kubo and the Two Strings,2016,FAIL
488,tt2267968,Kung Fu Panda 3,2016,PASS
489,tt4322180,L'età d'oro,2016,FAIL
490,tt3783958,La La Land,2016,PASS
491,tt4621872,La pazza gioia,2016,PASS
492,tt0918940,The Legend of Tarzan,2016,FAIL
493,tt4370784,Les innocentes,2016,PASS
494,tt5153952,Let Me Go,2016,PASS
495,tt2547584,The Light Between Oceans,2016,PASS
496,tt4786282,Lights Out,2016,PASS
497,tt3741834,Lion,2016,FAIL
498,tt4788934,Little Door Gods,2016,PASS
499,tt5434870,Little Sister,2016,PASS
500,tt2361317,Live by Night,2016,FAIL
501,tt5908566,Locos de Amor,2016,FAIL
502,tt1212428,The Lost City of Z,2016,FAIL
503,tt3068194,Love & Friendship,2016,PASS
504,tt3908142,The Love Witch,2016,PASS
505,tt4669986,Loving,2016,PASS
506,tt2404435,magnificent 7,2016,FAIL
507,tt4034228,Manchester by the Sea,2016,PASS
508,tt3963816,Marauders,2016,FAIL
509,tt0439602,Martyrs,2016,PASS
510,tt2461150,Masterminds,2016,PASS
511,tt3721954,Maudie,2016,PASS
512,tt2674426,Me Before You,2016,PASS
513,tt4191580,Meet the Blacks,2016,PASS
514,tt4981636,Middle School: The Worst Years of My Life,2016,PASS
515,tt5629964,The Midnight Man,2016,PASS
516,tt2649554,Midnight Special,2016,FAIL
517,tt2823054,Mike and Dave Need Wedding Dates,2016,PASS
518,tt1935859,Miss Peregrine's Home for Peculiar Children,2016,PASS
519,tt4540710,Miss Sloane,2016,PASS
520,tt3521164,Moana,2016,PASS
521,tt2241351,Money Monster,2016,PASS
522,tt5898034,Monster High: Welcome to Monster High,2016,PASS
523,tt3095734,Monster Trucks,2016,FAIL
524,tt4975722,Moonlight,2016,FAIL
525,tt4520364,Morgan,2016,PASS
526,tt4824302,Mother's Day,2016,PASS
527,tt4196848,Mr. Church,2016,PASS
528,tt2091935,Mr. Right,2016,FAIL
529,tt3760922,My Big Fat Greek Wedding 2,2016,PASS
530,tt2321405,My Life as a Zucchini,2016,PASS
531,tt5474644,My Little Pony: Equestria Girls - Legend of Everfree,2016,PASS
532,tt5791884,Ne gledaj mi u pijat,2016,FAIL
533,tt4438848,Neighbors 2: Sorority Rising,2016,PASS
534,tt1974419,The Neon Demon,2016,PASS
535,tt4698584,Neruda,2016,FAIL
536,tt3531824,Nerve,2016,PASS
537,tt3799694,The Nice Guys,2016,PASS
538,tt4550098,Nocturnal Animals,2016,PASS
539,tt1594972,Norm of the North,2016,PASS
540,tt4191702,Norman,2016,FAIL
541,tt3110958,Now You See Me 2,2016,FAIL
542,tt4836736,Nowhere Boys: The Book of Shadows,2016,PASS
543,tt1711525,Office Christmas Party,2016,PASS
544,tt4158876,Other People,2016,PASS
545,tt4361050,Ouija: Origin of Evil,2016,PASS
546,tt1995390,Our Kind of Traitor,2016,PASS
547,tt1355644,Passengers,2016,FAIL
548,tt5247022,Paterson,2016,FAIL
549,tt5598100,Patients,2016,FAIL
550,tt4871980,The Perfect Match,2016,FAIL
551,tt4714782,Personal Shopper,2016,PASS
552,tt1183374,Pet,2016,FAIL
553,tt2788732,Pete's Dragon,2016,PASS
554,tt5789664,Petersburg: a selfie,2016,PASS
555,tt5571734,Pink,2016,PASS
556,tt4680196,Planetarium,2016,PASS
557,tt3960412,Popstar: Never Stop Never Stopping,2016,FAIL
558,tt5154288,Prevenge,2016,PASS
559,tt1374989,Pride and Prejudice and Zombies,2016,PASS
560,tt4094724,The Purge: Election Year,2016,PASS
561,tt4341582,Queen of Katwe,2016,PASS
562,tt5096536,Réparer les vivants,2016,FAIL
563,tt5274066,Raising the Bar,2016,PASS
564,tt2865120,Ratchet & Clank,2016,PASS
565,tt4954522,Raw,2016,PASS
566,tt3686998,The Red Pill,2016,PASS
567,tt3666024,The Red Turtle,2016,FAIL
568,tt2592614,Resident Evil: The Final Chapter,2016,PASS
569,tt2869728,Ride Along 2,2016,FAIL
570,tt1267299,The Rocky Horror Picture Show: Let's Do the Time Warp Again,2016,PASS
571,tt3748528,Rogue One,2016,PASS
572,tt5165344,Rustom,2016,PASS
573,tt1700841,Sausage Party,2016,PASS
574,tt2709768,The Secret Life of Pets,2016,FAIL
575,tt5697078,Sensitivity Training,2016,PASS
576,tt4052882,The Shallows,2016,PASS
577,tt4262980,Shin Godzilla,2016,FAIL
578,tt3922798,The Siege of Jadotville,2016,FAIL
579,tt0490215,Silence,2016,FAIL
580,tt3470600,Sing,2016,PASS
